Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4237922,,None,502.66,2,5.92,28b; AFP-477,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(CCCCC(=O)NO)cc1,IC50,'=',734,nM,6.13,,,UO_0000065,12.2,0.23,0.21,7.48,0,CHEMBL4235270,Inhibition of human full length C-terminal His-tagged HDAC3/N-terminal GST-tagged human NCOR2 (395 to 489 residues) expressed in baculovirus expression system using Ac-Leu-Gly-Lys(Ac)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4229504,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL5196817,,None,449.95,0,4.57,9d,CCCCNc1nc(Cl)nc2c1ncn2Cc1ccc(C(=O)Nc2ccccc2N)cc1,IC50,'=',1240,nM,5.91,,,UO_0000065,13.13,0.25,1.34,5.33,0,CHEMBL5157722,Inhibition of C-terminal His-tagged human HDAC3 (1 to 428 residues)/N-terminal GST tagged human NCOR2 (395 to 489) expressed in baculovirus infected Sf9 insect cells using fluorogenic HDAC substrate measured after 30 mins by fluorimetry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5154702,1,Scientific Literature,Bioorg Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,MS-275; SNDX-275,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,'=',301,nM,6.52,,,UO_0000065,17.32,0.32,3.18,6.13,0,CHEMBL5157722,Inhibition of C-terminal His-tagged human HDAC3 (1 to 428 residues)/N-terminal GST tagged human NCOR2 (395 to 489) expressed in baculovirus infected Sf9 insect cells using fluorogenic HDAC substrate measured after 30 mins by fluorimetry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5154702,1,Scientific Literature,Bioorg Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4856110,,None,518.57,1,4.06,12a,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'=',18,nM,7.75,,,UO_0000065,14.93,0.28,3.68,5.74,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4855461,,None,425.49,0,4.3,12j-cis,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@@H](C(=O)NO)CC3)c2cc1OC,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4172420,,None,541.65,2,5.31,6f,COc1cc2ccn(CCCCOc3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2c(OC)c1OC,IC50,'=',108.2,nM,6.97,,,UO_0000065,12.86,0.24,1.66,5.79,0,CHEMBL4143551,Inhibition of C-terminal His-tagged/N-terminal GST-tagged full length recombinant human HDAC3/NcoR2 expressed in baculovirus infected Sf9 insect cells using KI 177 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,3; ACY-1215,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,'=',51,nM,7.29,,,UO_0000065,,,,,0,CHEMBL4028193,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate after 60 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4024792,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4785064,,None,440.51,0,1.76,20e,Nc1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,IC50,'=',2,nM,8.7,,,UO_0000065,19.75,0.37,6.94,6.03,0,CHEMBL4707186,Inhibition of recombinant human C-terminal His-tagged HDAC3 (1 to 428 end residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate 3 measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL330201,,None,401.47,0,4.22,10,Nc1ccccc1NC(=O)CCCCCN1C(=O)c2cccc3cccc(c23)C1=O,IC50,'=',200,nM,6.7,,,UO_0000065,16.69,0.3,2.48,7.24,0,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4225451,,None,348.38,0,2.4,16f,O=C(CCCCCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,'=',35,nM,7.46,,,UO_0000065,21.4,0.41,5.06,6.96,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,'=',13,nM,7.89,,,UO_0000065,26.08,0.49,5.31,11.32,1,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4465218,,None,371.35,0,2.41,8,O=C(CCCCCN1C(=O)c2cccc3c([N+](=O)[O-])ccc(c23)C1=O)NO,IC50,'=',1620,nM,5.79,,,UO_0000065,15.59,0.29,3.38,4.46,0,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4532304,,None,431.49,0,4.11,6,O=C(CCCCCN1C(=O)c2cccc3c(NCc4ccccc4)ccc(c23)C1=O)NO,IC50,'=',360,nM,6.44,,,UO_0000065,14.93,0.28,2.33,6.53,0,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',63.9,nM,7.19,,,UO_0000065,27.22,0.52,4.72,9.17,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4166987,,None,377.42,0,4.4,10,C[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,IC50,'=',210,nM,6.68,,,UO_0000065,17.69,0.33,2.28,7.93,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,8,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'=',1584.89,nM,5.8,,,UO_0000065,,,,,0,CHEMBL4386410,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected insect cells measured after 40 mins by HDAC-Glo1/2 luminescent assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4385610,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tub A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'=',4948,nM,5.31,,,UO_0000065,15.82,0.29,2.51,9.23,0,CHEMBL5138142,Inhibition of recombinant human HDAC3/NcoR2 using RHKKAc peptide as substrate,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5136990,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,'=',15.7,nM,7.8,,,UO_0000065,25.81,0.48,5.22,11.21,0,CHEMBL4422741,Inhibition of recombinant full-length human HDAC3/NCOR2 using RHKK(Ac) as substrate measured after 2 hrs by fluorescence assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4475116,,None,383.45,0,3.32,5,CCCNc1ccc2c3c(cccc13)C(=O)N(CCCCCC(=O)NO)C2=O,IC50,'=',110,nM,6.96,,,UO_0000065,18.15,0.34,3.64,7.05,0,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4762873,,None,329.36,0,4.25,6a,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,IC50,'=',1220,nM,5.91,,,UO_0000065,17.95,0.32,1.66,7.96,0,CHEMBL4685854,Inhibition of human recombinant C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residus) expressed in baculovirus infected Sf9 insect cells using fluor de lys SIRT1 as substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR,
CHEMBL2105763,QUISINOSTAT,2,394.48,0,2.09,3,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,IC50,'=',4.86,nM,8.31,,,UO_0000065,21.07,0.39,6.22,8.72,1,CHEMBL4835048,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using RHK-K(Ac)-AMCas substrate measured after 60 mins by fluorimetry analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL4854447,,None,613.76,2,5.87,9e,COc1cc2c(NC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4863394,,None,433.46,0,4.55,12d,COc1cc2nc(-c3ccc(C)o3)cc(NCc3ccc(C(=O)NO)cc3)c2cc1OC,IC50,'=',44,nM,7.36,,,UO_0000065,16.97,0.31,2.81,6.95,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4519817,,None,375.4,0,3.8,7c,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccc(F)cc2)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4338811,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 (395 to 489 residus) using Ac-peptide as substrate incubated for 60 mins by fluorometric method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334541,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',350,nM,6.46,,,UO_0000065,24.42,0.46,3.99,8.23,1,CHEMBL3238939,Inhibition of human HDAC-3/NCOR-2 using RHKK(Ac) as substrate,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3232879,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL5195471,,None,362.41,0,3.97,RGFP966; 4,Nc1cc(F)ccc1NC(=O)C=Cc1cnn(CC=Cc2ccccc2)c1,IC50,'=',1240,nM,5.91,,,UO_0000065,16.3,0.3,1.94,8.1,0,CHEMBL5128954,Inhibition of full length C-terminal His-tagged HDAC3 (unknown origin)/N-terminal GST-tagged NCoR2 (unknown origin) using (Ac-Leu-Gly-Lys(Ac)-AMC as substrate preincubated with enzyme for 30 mins followed by substrate addition and measured after 30 mins by fluorescence based assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5126568,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL2047540,,None,333.21,0,1.57,2; PsA-SH,O=C(NCCS)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,'=',120,nM,6.92,,,UO_0000065,20.77,0.53,5.35,8.45,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL4747950,,None,463.33,0,3.03,12d,Nc1ccccc1NC(=O)CCCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,'=',1430,nM,5.84,,,UO_0000065,12.61,0.28,2.81,4.26,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL4567832,,None,445.52,0,4.14,7,CN(Cc1ccccc1)c1ccc2c3c(cccc13)C(=O)N(CCCCCC(=O)NO)C2=O,IC50,'=',700,nM,6.16,,,UO_0000065,13.82,0.25,2.01,6.84,0,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4788251,,None,501.61,2,5.12,13c,COc1ccc(S(=O)(=O)Nc2ccccc2CCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,IC50,'=',2550,nM,5.59,,,UO_0000065,11.15,0.21,0.47,5.06,0,CHEMBL4686049,Inhibition of human recombinant HDAC3/NCOR2 using RHKKAc-AMC as substrate measured after 60 mins by fluorescence assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4680226,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL4462904,,None,464.61,0,4.36,1a,Nc1ccccc1NC(=O)CCCCCN(CC(=O)NC1CCCCC1)C(=O)c1ccccc1,IC50,'=',858,nM,6.07,,,UO_0000065,13.06,0.24,1.71,5.8,0,CHEMBL4338445,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-acetyl)-AMC as substrate incubated for 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334526,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4454646,,None,463.55,1,6.1,59,Cc1noc(C)c1-c1ccc2c(c1)c(Cc1ccc(F)cc1)cn2CCCCCCC(=O)NO,IC50,'=',5,nM,8.3,,,UO_0000065,17.91,0.33,2.2,10.34,0,CHEMBL4343178,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorometric method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342416,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,
CHEMBL5183909,,None,570.43,2,6.21,14j,O=C1NC(=O)/C(=C\c2ccc(OCC(=O)N3N=C(c4ccc(F)cc4)CC3c3ccc(Cl)c(Cl)c3)cc2)S1,IC50,'=',11000,nM,4.96,,,UO_0000065,8.69,0.18,-1.25,5.63,0,CHEMBL5121016,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate incubated for 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5120742,1,Scientific Literature,RSC Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4167623,,None,525.61,2,1.28,RTS-V5,C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1,IC50,'=',15000,nM,4.82,,,UO_0000065,,,,,0,CHEMBL4158906,Inhibition of recombinant human HDAC3/NCOR2 expressed in baculovirus infected insect cells using RHKK(Ac)AMC as substrate by fluorescence-based assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4152390,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL5272849,,None,375.49,0,2.98,35,Cc1onc(-c2ccccc2)c1C(=O)NCCCCCNC(=O)C(C)S,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL5226452,Inhibition of human recombinant HDAC3/NCOR2 expressed in baculovirus infected Sf9 cells using RHKKAc as substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 2 hrs by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5226279,1,Scientific Literature,Eur J Med Chem,2021,None,TIME_Lower = 125.0 min | TIME_Upper = 130.0 min,,
